footpath_id,address,clue_sa,asset_type,deltaz,distance,grade1in,mcc_id,mccid_int,rlmax,rlmin,segside,statusid,streetid,street_group,start_lat,start_lon,end_lat,end_lon
22572,O'Connell Street between Queensberry Street and Peel Street,North Melbourne,Road Footway,6.04,163.01,27.0,1386191.0,21116.0,33.51,27.47,East,2.0,939.0,23580.0,-37.80379350023573,144.9575084939946,-37.80233646628015,144.95683459453562
28912,,Carlton,Road Footway,3.17,40.48,12.8,1465443.0,0.0,32.89,29.72,,0.0,0.0,29716.0,-37.80238318431342,144.96230902033938,-37.80240562594406,144.96292389412878
30542,Palmerston Street between Nicholson Street and Canning Street,Carlton,Road Footway,0.79,60.68,76.8,1384331.0,20779.0,27.68,26.89,South,2.0,955.0,30894.0,-37.796720452059105,144.97323893652054,-37.796767098215476,144.97396320134672
21301,Queensberry Street between Cobden Street and Peel Street,North Melbourne,Road Footway,2.65,69.91,26.4,1385075.0,20925.0,29.96,27.31,South,2.0,1008.0,21957.0,-37.80405120188552,144.95734443348312,-37.80393234923008,144.95656419201305
25678,,Carlton,Road Footway,1.2,50.9,42.4,1384572.0,0.0,33.92,32.72,,0.0,0.0,26022.0,-37.80489310015215,144.96488354751762,-37.805401843485434,144.96479099981983
24173,Cemetery Road East between College Crescent and Lygon Street,Carlton,Road Footway,1.41,63.23,44.8,1556146.0,20773.0,46.68,45.27,South,1.0,497.0,26952.0,-37.793455631383,144.9665088027924,-37.793377197088354,144.96565729127673
29778,,Carlton,Road Footway,2.74,87.05,31.8,1466008.0,0.0,33.84,31.1,,0.0,0.0,30392.0,-37.800388336415146,144.9726038406784,-37.80004025688152,144.9735351927589
27365,Pelham Street between Bouverie Street and Leicester Street,Carlton,Road Footway,1.85,92.7,50.1,1384547.0,20873.0,30.55,28.7,South,2.0,975.0,27743.0,-37.80232373615822,144.96081186432673,-37.80239801955767,144.96195915338768
25782,,East Melbourne,Road Footway,3.36,46.37,13.8,1467102.0,0.0,34.5,31.14,,0.0,0.0,32175.0,-37.81062704698189,144.97914624658642,-37.81025619255367,144.97871551747136
16920,,"Melbourne, CBD",Road Footway,1.03,25.47,24.7,1386956.0,0.0,20.75,19.72,,0.0,0.0,18001.0,-37.810125527397325,144.9638844518403,-37.810264723265355,144.96340964278832
22221,Morrah Street between Fitzgibbon Street and Wimble Street,Parkville,Road Footway,1.21,61.48,50.8,1387994.0,22325.0,34.71,33.5,South,2.0,912.0,22867.0,-37.79577969952321,144.95665927231698,-37.79569935694233,144.95585137224148
25286,Berkeley Street between Pelham Street and Grattan Street,Carlton,Road Footway,0.21,37.12,176.7,1384768.0,20474.0,34.33,34.12,East,2.0,441.0,27726.0,-37.80000883607612,144.9589182908763,-37.80052878430002,144.95879881242618
27045,Lygon Street between Queensberry Street and Argyle Place South,Carlton,Road Footway,1.02,76.57,75.1,1384541.0,20524.0,38.31,37.29,West,2.0,840.0,28693.0,-37.803663961327494,144.9663177497335,-37.80435004002784,144.96613362652667
21986,Exhibition Street between La Trobe Street and Victoria Street,"Melbourne, CBD",Road Footway,2.18,40.95,18.8,1389335.0,21600.0,28.71,26.53,West,2.0,615.0,22319.0,-37.80763951505068,144.96835165712474,-37.808048814639065,144.9686212756218
20844,Princes Park Drive between Cemetery Road West and MacPherson Street,Carlton,Road Footway,4.41,358.14,81.2,1466310.0,22512.0,49.07,44.66,East,2.0,997.0,21876.0,-37.791622496923026,144.9613722427211,-37.784913661078036,144.96348398938298
18335,Little La Trobe Street between Swanston Street and Elizabeth Street,"Melbourne, CBD",Road Footway,3.22,60.36,18.7,1389248.0,21644.0,19.52,16.3,,3.0,822.0,19514.0,-37.809536910299975,144.96173338822084,-37.80919643802176,144.96290022383263
20888,,Parkville,Road Footway,2.79,111.56,40.0,1388637.0,0.0,30.11,27.32,,0.0,0.0,21589.0,-37.796664026891314,144.95527180786868,-37.796512277625745,144.95397628969926
23686,,East Melbourne,Road Footway,4.38,90.65,20.7,1467211.0,0.0,37.52,33.14,,0.0,0.0,30432.0,-37.81089776128885,144.97543278808456,-37.81171208695379,144.97493037520516
24302,Lygon Street between Victoria Street and Queensberry Street,Carlton,Road Footway,0.4,36.12,90.3,1384390.0,20522.0,36.94,36.54,East,2.0,840.0,25351.0,-37.80504928201905,144.96636628209953,-37.805492265590985,144.96624952602753
27665,Palmerston Street between Rathdowne Street and Drummond Street,Carlton,Road Footway,3.21,94.55,29.5,1384273.0,20684.0,35.49,32.28,North,2.0,955.0,28597.0,-37.796155887263744,144.97056424489568,-37.79606116572821,144.96941668057087
30009,Canning Street between Palmerston Street and Pitt Street,Carlton,Road Footway,0.62,36.1,58.2,1384191.0,20585.0,28.08,27.46,West,2.0,479.0,30329.0,-37.79641297479196,144.97294289485285,-37.795966839001004,144.97305852638132
30352,Drummond Street between Faraday Street and Elgin Street,Carlton,Road Footway,2.18,82.62,37.9,1384188.0,20550.0,38.67,36.49,West,2.0,583.0,30352.0,-37.797631984680294,144.9688335375982,-37.79846904558401,144.96864843156519
23535,Swanston Street between Faraday Street and Elgin Street,Carlton,Road Footway,0.82,126.48,154.2,1384182.0,20492.0,44.11,43.29,East,2.0,1114.0,24897.0,-37.79699367020485,144.96473911070768,-37.798235188717186,144.96448650665866
15122,Intersection of Queen Street and Franklin Street,"Melbourne, CBD",Road Footway,4.82,192.77,40.0,1388278.0,20922.0,28.56,23.74,,2.0,1010.0,15419.0,-37.80959331152679,144.95795423890067,-37.80956890437317,144.95743782492625
25619,,Carlton,Road Footway,1.18,88.63,75.1,1384590.0,0.0,44.47,43.29,,0.0,0.0,26984.0,-37.79863118694887,144.96561591500756,-37.79850822790185,144.9644785912013
23580,Peel Street between Queensberry Street and Elizabeth Street,North Melbourne,Road Footway,0.78,40.24,51.6,1385073.0,21117.0,33.73,32.95,East,1.0,973.0,23580.0,-37.80238859948211,144.95682556906098,-37.80186929187676,144.95690957517328
24680,Albert Street between Nicholson Street and Gisborne Street,East Melbourne,Road Footway,0.64,16.52,25.8,1384914.0,20889.0,38.36,37.72,South,2.0,375.0,26082.0,-37.80943253804335,144.97361327185004,-37.80940285660225,144.9731190736847
25948,,Carlton,Road Footway,2.44,76.92,31.5,1384232.0,0.0,44.72,42.28,,0.0,0.0,26951.0,-37.793828621562746,144.96764340732724,-37.79373459689384,144.9668059416972
30852,MacArthur Place North between Canning Street and Rathdowne Street,Carlton,Road Footway,1.18,45.61,38.6,1384289.0,20670.0,30.68,29.5,North,2.0,843.0,30919.0,-37.7981702256951,144.9720805238476,-37.79821216728189,144.97263233573895
18724,,"Melbourne, CBD",Road Footway,1.66,84.51,50.9,1389510.0,0.0,20.59,18.93,,0.0,0.0,19879.0,-37.80637506254107,144.9592044703547,-37.8070679164956,144.95968640970682
29735,,Carlton,Road Footway,0.21,33.23,158.1,1466291.0,0.0,39.12,38.91,,0.0,0.0,30722.0,-37.80302918947068,144.96586801508758,-37.802820080085475,144.96640074411266
20871,,Parkville,Road Footway,1.98,122.36,61.8,1388567.0,0.0,36.88,34.9,,0.0,0.0,20873.0,-37.793947903397715,144.95584317256407,-37.793164867376746,144.95654296041144
27299,,Carlton,Road Footway,0.44,45.87,104.2,1384271.0,0.0,32.09,31.65,,0.0,0.0,28597.0,-37.79615587739762,144.97056420336608,-37.795705185506186,144.97064152624776
30468,David Street between Elgin Street and Palmerston Street,Carlton,Road Footway,0.44,49.46,112.4,1388401.0,20655.0,30.29,29.85,,3.0,558.0,30600.0,-37.79658333998397,144.9719638275923,-37.797283441123966,144.97183615154574
30241,,Carlton,Road Footway,2.57,115.75,45.0,1384469.0,0.0,36.27,33.7,,0.0,0.0,31141.0,-37.7992175291781,144.97104936982902,-37.79914815644904,144.97039558668973
28029,Astor Place from Lygon Street,Carlton,Road Footway,2.56,51.66,20.2,1384133.0,20687.0,40.48,37.92,,3.0,1203.0,29092.0,-37.79689062746413,144.9684534725024,-37.79683009257789,144.96777905897366
27678,Palmerston Street between Lygon Street and Keppel Street,Carlton,Road Footway,3.75,42.11,11.2,1384073.0,20497.0,46.27,42.52,South,2.0,955.0,28333.0,-37.79600302610278,144.96692658187098,-37.796073738621565,144.96756835236687
19845,,North Melbourne,Road Footway,1.44,94.82,65.8,1385878.0,0.0,35.75,34.31,,0.0,0.0,20939.0,-37.803430126018355,144.95424804765722,-37.80355551715532,144.95538810939362
32439,Elizabeth Street between Therry Street and Victoria Street,"Melbourne, CBD",Road Footway,0.82,42.72,52.1,1386334.0,21628.0,20.36,19.54,West,2.0,599.0,32439.0,-37.80641681707257,144.9594915424376,-37.806982845869605,144.9597833646437
29961,Elgin Street between Nicholson Street and Canning Street,Carlton,Road Footway,1.63,128.57,78.9,1384329.0,20597.0,28.11,26.48,North,2.0,598.0,30894.0,-37.79780075977929,144.97473568779756,-37.79765419926398,144.9730803691654
24983,Queensberry Street between Drummond Street and Lygon Street,Carlton,Road Footway,2.02,69.99,34.6,1384389.0,22498.0,39.12,37.1,South,2.0,1008.0,25351.0,-37.80511479433129,144.9672184978663,-37.805049266018685,144.96636629186244
26062,Victoria Parade between Nicholson Street and Gisborne Street,East Melbourne,Road Footway,1.41,45.04,31.9,1384736.0,21560.0,42.13,40.72,,1.0,1151.0,26395.0,-37.80834281911801,144.9746425609028,-37.80830946348749,144.97399934312028
25302,,North Melbourne,Road Footway,0.42,13.21,31.4,1386662.0,0.0,26.93,26.51,,0.0,0.0,25649.0,-37.80113054530073,144.955044698638,-37.80083528906786,144.95467453866502
26716,,Carlton,Road Footway,0.99,73.04,73.8,1466057.0,0.0,36.71,35.72,,0.0,0.0,29578.0,-37.80558708437594,144.9696828371544,-37.8061996861216,144.97030564839844
30122,Nicholson Street between Palmerston Street and Kay Street,Carlton,Road Footway,0.55,73.24,133.1,1384220.0,20882.0,25.84,25.29,,1.0,931.0,30555.0,-37.796634601020116,144.97493234736783,-37.79601800366857,144.97507597871
22525,Royal Parade between Grattan Street and Story Street,Parkville,Road Footway,4.36,229.28,52.6,1388156.0,22514.0,35.51,31.15,West,1.0,1041.0,23205.0,-37.79955818136582,144.95733764318422,-37.79721039302361,144.95751433913878
24027,Cathedral Place between Lansdowne Street and Gisborne Street,East Melbourne,Road Footway,3.81,156.08,41.0,1384903.0,21851.0,37.33,33.52,South,2.0,494.0,24396.0,-37.81109260942385,144.97793646450015,-37.8109210942349,144.9761174086785
29340,,Carlton,Road Footway,2.76,58.83,21.3,1465441.0,0.0,33.28,30.52,,0.0,0.0,29716.0,-37.801769518084534,144.96241476869113,-37.80225124756057,144.96297898972549
25348,Queensberry Street between Lygon Street and Cardigan Street,Carlton,Road Footway,1.62,64.54,39.8,1384569.0,22499.0,36.54,34.92,South,2.0,1008.0,25348.0,-37.80492447851788,144.96520321427738,-37.80498172148461,144.96602951107937
29359,Drummond Street between Pelham Street and Grattan Street,Carlton,Road Footway,3.45,202.79,58.8,1384369.0,20546.0,44.31,40.86,West,2.0,583.0,30061.0,-37.80282568985317,144.9679055168033,-37.80102786316686,144.96829319252643
24585,,Carlton,Road Footway,1.23,76.82,62.5,1386586.0,0.0,33.35,32.12,,0.0,0.0,25992.0,-37.800833883989625,144.95776107067206,-37.80171222010921,144.9577621000513
26305,,Carlton,Road Footway,1.82,79.29,43.6,1384588.0,0.0,39.93,38.11,,0.0,0.0,26984.0,-37.80043167032351,144.96530766630542,-37.800307711617215,144.96416980976218
20950,O'Connell Street between Victoria Street and Queensberry Street,North Melbourne,Road Footway,0.82,51.49,62.8,1390184.0,20928.0,24.36,23.54,West,2.0,939.0,20951.0,-37.80531460340307,144.95795906430513,-37.805804384418856,144.95820887620368
25698,,Carlton,Road Footway,3.98,108.69,27.3,1466029.0,0.0,36.72,32.74,,0.0,0.0,29578.0,-37.80657585933282,144.9693345537153,-37.8055913086831,144.9696508777316
30868,University Street between Rathdowne Street and Drummond Street,Carlton,Road Footway,0.42,18.53,44.1,1384457.0,20711.0,41.08,40.66,,3.0,1145.0,30933.0,-37.79957964528856,144.96906014223498,-37.79964692228938,144.96970576906148
21287,,"Melbourne, CBD",Road Footway,0.62,40.0,64.5,1387208.0,0.0,22.17,21.55,,0.0,0.0,21369.0,-37.81015901736682,144.96900836175018,-37.81003039485589,144.96944357276962
14562,A'Beckett Street between Wills Street and Queen Street,"Melbourne, CBD",Road Footway,1.84,57.04,31.0,1387659.0,21524.0,25.54,23.7,South,2.0,368.0,32346.0,-37.81038747985833,144.9571989571063,-37.810232787959755,144.957816979846
30627,Little Barkly Street between Faraday Street and Rathdowne Street,Carlton,Road Footway,3.19,67.13,21.0,1384472.0,20675.0,37.3,34.11,,3.0,807.0,31141.0,-37.79929002061519,144.971733261949,-37.79968560564858,144.97102182382955
28908,,Carlton,Road Footway,5.62,182.57,32.5,1384615.0,0.0,37.32,31.7,,0.0,0.0,30370.0,-37.802019404943756,144.9605216330516,-37.80114485520582,144.9606758891757
25014,,East Melbourne,Road Footway,0.42,19.71,46.9,1466912.0,0.0,34.34,33.92,,0.0,0.0,25710.0,-37.8082940222859,144.97187294681888,-37.80868325487656,144.97223413286113
28934,Lygon Street between Argyle Place South and Pelham Street,Carlton,Road Footway,0.24,41.89,174.4,1384628.0,20526.0,38.91,38.67,West,2.0,840.0,30722.0,-37.80338892683253,144.966303006131,-37.80293851298118,144.96643973263426
21645,Victoria Street between Bouverie Street and Elizabeth Street,"Melbourne, CBD",Road Footway,0.48,52.98,110.4,1387493.0,21625.0,19.99,19.51,South,1.0,1152.0,32446.0,-37.80656752004175,144.9612024853881,-37.806505938513354,144.96036488742084
32489,,Carlton,Road Footway,0.29,15.65,53.9,1466098.0,0.0,39.07,38.78,,0.0,0.0,32489.0,-37.802559360568225,144.96564077724568,-37.80231529312342,144.96613700152437
