footpath_id,address,clue_sa,asset_type,deltaz,distance,grade1in,mcc_id,mccid_int,rlmax,rlmin,segside,statusid,streetid,street_group,start_lat,start_lon,end_lat,end_lon
28382,,Carlton,Road Footway,1.6,44.82,28.0,1466276.0,0.0,33.72,32.12,,0.0,0.0,30370.0,-37.80193252637801,144.95973003532438,-37.801514965817965,144.96015846381928
18986,Royal Parade between Bayles Street and Degraves Street,Parkville,Road Footway,0.41,39.15,95.5,1388105.0,22605.0,40.7,40.29,West,1.0,1041.0,20139.0,-37.79379308719925,144.9580462342454,-37.794402250997244,144.9578599349023
30258,Canning Street between Elgin Street and Palmerston Street,Carlton,Road Footway,0.57,59.02,103.5,1389867.0,20583.0,28.3,27.73,East,2.0,479.0,30894.0,-37.797619378843905,144.97304211166244,-37.79672009094553,144.9732355857
25627,,Parkville,Road Footway,3.02,80.37,26.6,1390587.0,0.0,37.52,34.5,,0.0,0.0,28902.0,-37.80026958014204,144.96382703179947,-37.80014622233455,144.9626985527327
29875,Lygon Lane between Grattan Lane and Faraday Lane,Carlton,Road Footway,1.4,114.15,81.5,1388971.0,20762.0,44.5,43.1,,3.0,771.0,29876.0,-37.799015397837906,144.96674165906575,-37.800297466911246,144.96651563790988
22582,Bouverie Street between Victoria Street and Queensberry Street,Carlton,Road Footway,4.37,203.69,46.6,1384550.0,20462.0,23.69,19.32,West,2.0,456.0,24942.0,-37.80633245886131,144.96126492168597,-37.80452933680323,144.96162581231096
30401,Barkly Street between Nicholson Street and Canning Street,Carlton,Road Footway,3.24,135.68,41.9,1384409.0,20596.0,30.9,27.66,South,2.0,415.0,30533.0,-37.799134724478115,144.9730903771549,-37.79846633898744,144.97434494308987
24965,Cardigan Street between Victoria Street and Queensberry Street,Carlton,Road Footway,3.0,100.46,33.5,1384527.0,20504.0,34.12,31.12,West,2.0,483.0,27037.0,-37.80485946335804,144.96463313460688,-37.805830091535455,144.96437023665752
30978,,Carlton,Road Footway,0.76,42.19,55.5,1384361.0,0.0,42.05,41.29,,0.0,0.0,30978.0,-37.79976923361354,144.96902535101304,-37.79984233310882,144.96966334621519
28947,,Carlton,Road Footway,1.02,64.57,63.3,1384459.0,0.0,42.32,41.3,,0.0,0.0,29566.0,-37.80286590120712,144.96824726492974,-37.802246230234935,144.96835304068603
24883,Keppel Street between Cardigan Street and Swanston Street,Carlton,Road Footway,0.76,105.64,139.0,1389849.0,20502.0,48.03,47.27,West,2.0,755.0,25607.0,-37.79466905402768,144.9654701747713,-37.79553536604941,144.96615793930926
30509,Little Barkly Street between Faraday Street and Rathdowne Street,Carlton,Road Footway,3.21,64.31,20.0,1389887.0,20675.0,37.89,34.68,,3.0,807.0,30633.0,-37.799854271047366,144.9708066966371,-37.79929759576394,144.97180502914213
29393,Nicholson Street between Faraday Street and Barkly Street,Carlton,Road Footway,2.03,125.2,61.7,1384224.0,21364.0,29.1,27.07,,1.0,931.0,30650.0,-37.79931650061232,144.9744711124489,-37.798272059787024,144.9746895398605
25035,Albert Street between Nicholson Street and Gisborne Street,East Melbourne,Road Footway,0.81,27.65,34.1,1384795.0,20889.0,38.93,38.12,North,2.0,375.0,25732.0,-37.809160718713045,144.9731603062827,-37.80920596594249,144.9738135502896
30101,,Carlton,Road Footway,0.19,36.07,189.8,1466009.0,0.0,32.88,32.69,,0.0,0.0,30392.0,-37.80019972712711,144.9730750880899,-37.79994560182811,144.9726811212243
26674,,Carlton,Road Footway,6.6,173.09,26.2,1384682.0,0.0,31.14,24.54,,0.0,0.0,27738.0,-37.80216154994582,144.95968651140984,-37.80364866488125,144.96023382445293
18730,A'Beckett Street between Elizabeth Street and Queen Street,"Melbourne, CBD",Road Footway,2.21,76.02,34.4,1389290.0,21649.0,18.15,15.94,North,2.0,368.0,19108.0,-37.80960290172814,144.9593083274548,-37.80931316385181,144.96038220820998
30388,Canning Street between Owen Street and Murchison Street,Carlton,Road Footway,0.84,37.19,44.3,1384474.0,20579.0,33.72,32.88,East,2.0,479.0,30392.0,-37.80038412415684,144.97256629454427,-37.79994559866425,144.97268109267767
24708,Albert Street between Lansdowne Street and Eades Street,East Melbourne,Road Footway,2.78,51.3,18.5,1384778.0,20893.0,37.09,34.31,North,2.0,375.0,25076.0,-37.80974772413256,144.97851250903028,-37.80979098299916,144.97915763901173
30504,Carlow Place between Rathdowne Street and Faraday Street,Carlton,Road Footway,0.81,39.28,48.5,1384252.0,20674.0,37.09,36.28,,3.0,485.0,30505.0,-37.799334876033065,144.97060280369962,-37.79940567108292,144.97125770723918
14562,A'Beckett Street between Wills Street and Queen Street,"Melbourne, CBD",Road Footway,1.84,57.04,31.0,1387659.0,21524.0,25.54,23.7,South,2.0,368.0,32346.0,-37.81038747985833,144.9571989571063,-37.810232787959755,144.957816979846
24566,Cardigan Street between Faraday Street and Elgin Street,Carlton,Road Footway,1.63,133.37,81.8,1384184.0,20516.0,44.52,42.89,West,2.0,483.0,24897.0,-37.79712120669939,144.96591531613697,-37.79836230249462,144.96566268925795
28692,Argyle Place South between Lygon Street and Cardigan Street,Carlton,Road Footway,0.57,24.12,42.3,1388999.0,20751.0,37.88,37.31,South,2.0,398.0,28932.0,-37.80357125134154,144.96544171564634,-37.80360145253105,144.96592779868072
27772,,Carlton,Road Footway,1.02,76.57,75.1,1384541.0,0.0,38.31,37.29,,0.0,0.0,28693.0,-37.80434668947557,144.9661340957539,-37.803741176515054,144.96623810731074
28903,,Carlton,Road Footway,5.42,198.92,36.7,1384688.0,0.0,36.53,31.11,,0.0,0.0,29337.0,-37.8009588682691,144.9610527706299,-37.801735807743675,144.9609152564131
28673,Pelham Street between Bouverie Street and Leicester Street,Carlton,Road Footway,2.05,73.76,36.0,1384689.0,20873.0,31.33,29.28,North,2.0,975.0,29337.0,-37.802103673758566,144.960850283488,-37.802181839543046,144.96199725510743
15122,Intersection of Queen Street and Franklin Street,"Melbourne, CBD",Road Footway,4.82,192.77,40.0,1388278.0,20922.0,28.56,23.74,,2.0,1010.0,15419.0,-37.80959331152679,144.95795423890067,-37.80956890437317,144.95743782492625
25348,Queensberry Street between Lygon Street and Cardigan Street,Carlton,Road Footway,1.62,64.54,39.8,1384569.0,22499.0,36.54,34.92,South,2.0,1008.0,25348.0,-37.80492447851788,144.96520321427738,-37.80498172148461,144.96602951107937
16463,Royal Parade between Gatehouse Street and MacArthur Road,Parkville,Road Footway,1.21,185.27,153.1,1389659.0,22438.0,42.48,41.27,West,1.0,1041.0,16777.0,-37.78998767795376,144.95840416827474,-37.79185443081883,144.958173757636
26311,,Parkville,Road Footway,1.84,82.35,44.8,1388191.0,0.0,36.35,34.51,,0.0,0.0,28902.0,-37.80003741770997,144.96170358115808,-37.79998499715147,144.96122424616482
21909,Story Street between Benjamin Street and Fitzgibbon Street,Parkville,Road Footway,1.38,82.07,59.5,1388759.0,22322.0,32.29,30.91,South,2.0,1101.0,23205.0,-37.79706647174864,144.95648899474284,-37.79696558289818,144.95544513720552
23580,Peel Street between Queensberry Street and Elizabeth Street,North Melbourne,Road Footway,0.78,40.24,51.6,1385073.0,21117.0,33.73,32.95,East,1.0,973.0,23580.0,-37.80238859948211,144.95682556906098,-37.80186929187676,144.95690957517328
28364,Grattan Street between Swanston Street and Bouverie Street,Carlton,Road Footway,1.63,42.38,26.0,1384658.0,20847.0,36.32,34.69,South,2.0,674.0,29134.0,-37.800446817308156,144.96293735151218,-37.80047206201681,144.9634743073024
29947,,Carlton,Road Footway,0.79,24.26,30.7,1384205.0,0.0,33.91,33.12,,0.0,0.0,30021.0,-37.79666724280753,144.97020221408374,-37.79660160042066,144.96958802952602
29582,,Carlton,Road Footway,5.65,172.25,30.5,1466092.0,0.0,41.33,35.68,,0.0,0.0,30384.0,-37.801563360075264,144.9737909624132,-37.802298537987056,144.97200934203673
27060,Rathdowne Street between Queensberry Street and Pelham Street,Carlton,Road Footway,3.2,155.98,48.7,1388963.0,20556.0,42.71,39.51,East,2.0,1024.0,29578.0,-37.80498721757998,144.9693545969705,-37.80338784399458,144.96966861651092
29961,Elgin Street between Nicholson Street and Canning Street,Carlton,Road Footway,1.63,128.57,78.9,1384329.0,20597.0,28.11,26.48,North,2.0,598.0,30894.0,-37.79780075977929,144.97473568779756,-37.79765419926398,144.9730803691654
29136,Bouverie Street between Lincoln Square North and Grattan Street,Carlton,Road Footway,1.02,45.7,44.8,1384667.0,20468.0,33.33,32.31,West,2.0,456.0,29328.0,-37.80038261114702,144.96235033148199,-37.80087734432081,144.96222519586627
27063,,Carlton,Road Footway,3.32,138.57,41.7,1466019.0,0.0,40.47,37.15,,0.0,0.0,29578.0,-37.80698451009169,144.9710252879633,-37.80567140386878,144.97119806319358
30204,,Carlton,Road Footway,0.78,46.09,59.1,1384425.0,0.0,43.71,42.93,,0.0,0.0,30204.0,-37.79937246051242,144.9676241581992,-37.799437689947354,144.96824002180537
21986,Exhibition Street between La Trobe Street and Victoria Street,"Melbourne, CBD",Road Footway,2.18,40.95,18.8,1389335.0,21600.0,28.71,26.53,West,2.0,615.0,22319.0,-37.80763951505068,144.96835165712474,-37.808048814639065,144.9686212756218
26597,,Carlton,Road Footway,0.19,40.55,213.3,1384211.0,0.0,34.06,33.87,,0.0,0.0,28018.0,-37.79257007846067,144.97001217301388,-37.793209700567324,144.96990429437574
20514,Park Drive between Morrah Street and Bayles Street,Parkville,Road Footway,1.58,52.06,32.9,1389628.0,22346.0,34.47,32.89,East,2.0,956.0,21582.0,-37.794560527116296,144.95572267949362,-37.79501796212718,144.95526408873022
13516,Wills Street between La Trobe Street and A'Beckett Street,"Melbourne, CBD",Road Footway,0.67,23.37,34.9,1386648.0,21521.0,26.62,25.95,,2.0,1180.0,13518.0,-37.81047272793929,144.95699369272378,-37.81092450754816,144.95727099003216
12975,,"West Melbourne, Residential",Road Footway,0.6,23.69,39.5,1467869.0,0.0,29.17,28.57,,0.0,0.0,15114.0,-37.81027822591647,144.95506376570395,-37.80995028110224,144.9554000551779
29960,,Carlton,Road Footway,1.63,128.57,78.9,1384329.0,0.0,28.11,26.48,,0.0,0.0,30894.0,-37.79762383094285,144.97308587122802,-37.79779994113413,144.97473582667382
19132,Swanston Street between Little Lonsdale Street and La Trobe Street,"Melbourne, CBD",Road Footway,2.37,92.09,38.9,1517465.0,20161.0,23.33,20.96,East,2.0,1114.0,24992.0,-37.80968235097791,144.96404411141867,-37.810487542826095,144.96441634407077
22001,Lonsdale Street between Spring Street and Exhibition Street,"Melbourne, CBD",Road Footway,10.37,192.82,18.6,1387891.0,20001.0,33.71,23.34,South,2.0,803.0,27824.0,-37.81016495383164,144.96987199060982,-37.809568297113024,144.97203492463422
20995,Little Lonsdale Street between Exhibition Street and Russell Street,"Melbourne, CBD",Road Footway,0.17,24.72,145.3,1388265.0,20036.0,23.09,22.92,South,3.0,825.0,21369.0,-37.80921890703875,144.9690706316831,-37.80938131875463,144.9684540595361
24398,Cathedral Place between Lansdowne Street and Gisborne Street,East Melbourne,Road Footway,4.2,187.58,44.7,1384845.0,21851.0,38.53,34.33,North,2.0,494.0,25746.0,-37.8106167151842,144.97575703419324,-37.81085401343329,144.97798156967232
28926,Ievers Terrace from Cardigan Street,Carlton,Road Footway,0.22,21.12,95.9,1384672.0,20804.0,36.89,36.67,,3.0,734.0,28926.0,-37.80343511859714,144.9642065864931,-37.80349086964848,144.96477354076222
24959,,Carlton,Road Footway,4.98,156.95,31.5,1388975.0,0.0,28.7,23.72,,0.0,0.0,26021.0,-37.80518305006973,144.96332461562574,-37.805874445828266,144.96320347648893
14287,William Street between A'Beckett Street and Franklin Street,"Melbourne, CBD",Road Footway,0.59,54.67,92.6,1389334.0,21529.0,28.54,27.95,East,2.0,1179.0,15419.0,-37.80969941608953,144.95561289048356,-37.81028211787429,144.95591804654515
24928,Oxford Street between Blackwood Street and Wreckyn Street,North Melbourne,Road Footway,0.42,13.21,31.4,1386662.0,21127.0,26.93,26.51,,3.0,951.0,25649.0,-37.801126273962105,144.95504993485594,-37.8008352729524,144.954674558711
25736,,East Melbourne,Road Footway,1.42,92.53,65.2,1384757.0,0.0,43.94,42.52,,0.0,0.0,26080.0,-37.80938094629458,144.9754476467704,-37.80848412055471,144.97559365819026
22896,Peel Street between Queensberry Street and Elizabeth Street,North Melbourne,Road Footway,0.79,40.59,51.4,1385682.0,21117.0,33.33,32.54,West,1.0,973.0,23893.0,-37.80355166390285,144.95619988623346,-37.80305139654518,144.95628602659144
17600,,North Melbourne,Road Footway,1.84,61.3,33.3,1387499.0,0.0,27.94,26.1,,0.0,0.0,18715.0,-37.80577204720613,144.95623352450428,-37.805860402480754,144.95702126071208
26283,Palmerston Street between Drummond Street and Lygon Street,Carlton,Road Footway,5.41,84.25,15.6,1384403.0,20685.0,43.09,37.68,North,2.0,955.0,28606.0,-37.795996391892274,144.9690778223276,-37.795908422116206,144.96793764683096
30352,Drummond Street between Faraday Street and Elgin Street,Carlton,Road Footway,2.18,82.62,37.9,1384188.0,20550.0,38.67,36.49,West,2.0,583.0,30352.0,-37.797631984680294,144.9688335375982,-37.79846904558401,144.96864843156519
30310,Canning Street between Kay Street and Neill Street,Carlton,Road Footway,0.83,125.56,151.3,1384400.0,20589.0,26.86,26.03,East,2.0,479.0,30448.0,-37.79355706489555,144.97377679181463,-37.79472112080997,144.9735415572689
28942,Drummond Street between Queensberry Street and Pelham Street,Carlton,Road Footway,0.4,69.06,172.6,1388923.0,20544.0,40.71,40.31,West,2.0,583.0,29356.0,-37.803100188928745,144.9679241218026,-37.80381081813436,144.96774072182026
20218,,North Melbourne,Road Footway,1.63,64.81,39.8,1385034.0,0.0,35.76,34.13,,0.0,0.0,20575.0,-37.803824406029065,144.95534472499006,-37.80372857037686,144.95448802279518
22916,Bouverie Street between Victoria Street and Queensberry Street,Carlton,Road Footway,3.61,154.56,42.8,1389003.0,20462.0,23.14,19.53,East,2.0,456.0,24289.0,-37.806371332692756,144.96156982515743,-37.80488602943287,144.96187543360162
22197,Swanston Street between Elgin Street and College Crescent,Carlton,Road Footway,0.98,66.42,67.8,1384169.0,20494.0,44.85,43.87,East,2.0,1114.0,23188.0,-37.79671619089615,144.96471558029094,-37.7961032083208,144.96489589596268
22258,Capel Street between Courtney Street and Bedford Street,North Melbourne,Road Footway,0.83,39.08,47.1,1385083.0,21118.0,34.35,33.52,West,2.0,482.0,23893.0,-37.80259033604426,144.9556958676376,-37.803105165368855,144.95560158831103
24027,Cathedral Place between Lansdowne Street and Gisborne Street,East Melbourne,Road Footway,3.81,156.08,41.0,1384903.0,21851.0,37.33,33.52,South,2.0,494.0,24396.0,-37.81109260942385,144.97793646450015,-37.8109210942349,144.9761174086785
23934,Victoria Street between Rathdowne Street and Drummond Street,Carlton,Road Footway,0.83,46.91,56.5,1385812.0,21601.0,32.74,31.91,North,1.0,1152.0,24990.0,-37.80701950353322,144.96753706136263,-37.80707501456956,144.96805657354003
27653,Rathdowne Street between Neill Street and Princes Street,Carlton,Road Footway,0.58,21.48,37.0,1384266.0,20639.0,30.66,30.08,West,2.0,1024.0,28018.0,-37.793357863624784,144.97104401513198,-37.79269967040646,144.97119554927104
21637,,Carlton,Road Footway,3.21,105.25,32.8,1384665.0,0.0,24.53,21.32,,0.0,0.0,22277.0,-37.80536455552157,144.95992994201384,-37.80428110480074,144.95943022922364
29274,,Carlton,Road Footway,2.81,175.4,62.4,1384194.0,0.0,30.48,27.67,,0.0,0.0,30172.0,-37.794451667125934,144.97173816606218,-37.794797471786545,144.971142982926
28876,Grattan Street between Lygon Street and Cardigan Street,Carlton,Road Footway,1.0,36.48,36.5,1384648.0,20757.0,42.7,41.7,North,2.0,674.0,29698.0,-37.800568983015935,144.96625167993696,-37.800587466252345,144.96677795692403
21967,,Carlton,Road Footway,0.6,89.33,148.9,1387496.0,0.0,19.93,19.33,,0.0,0.0,24942.0,-37.80620701186697,144.96012761360132,-37.80633245886131,144.96126492168597
16791,,Parkville,Road Footway,0.59,61.15,103.6,1465599.0,0.0,39.5,38.91,,0.0,0.0,16793.0,-37.792225280407976,144.9574198390491,-37.79151347645984,144.9568474520867
29327,Church Street between Bouverie Street and Leicester Street,Carlton,Road Footway,1.61,43.53,27.0,1384669.0,20846.0,33.73,32.12,,3.0,512.0,29328.0,-37.80087356753185,144.9622258219911,-37.800815999931594,144.96165827091204
26717,,Carlton,Road Footway,0.84,80.54,95.9,1466056.0,0.0,36.73,35.89,,0.0,0.0,29578.0,-37.80627638420937,144.97029147280784,-37.806968184358155,144.97094584347
22269,Queensberry Street between Elizabeth Street and O'Connell Street,North Melbourne,Road Footway,0.83,39.59,47.7,1385074.0,20923.0,27.36,26.53,North,2.0,1008.0,23580.0,-37.803793543410244,144.95750851396303,-37.80388458522898,144.95803229254645
24028,Lansdowne Street between Cathedral Place and Albert Street,East Melbourne,Road Footway,3.8,101.46,26.7,1389961.0,21850.0,38.12,34.32,West,1.0,778.0,25746.0,-37.81085401343329,144.97798156967232,-37.80995833096251,144.97816505586252
19863,Peel Street between Princess Street and Queensberry Street,North Melbourne,Road Footway,1.22,53.03,43.5,1385080.0,20938.0,29.59,28.37,East,1.0,973.0,19863.0,-37.804866913493136,144.95634969900775,-37.80415651045776,144.95652497981467
15438,Elizabeth Street between Little Lonsdale Street and La Trobe Street,"Melbourne, CBD",Road Footway,1.16,86.89,74.9,1387533.0,20169.0,13.7,12.54,East,2.0,599.0,18001.0,-37.81041579241814,144.9615192639931,-37.811210795171135,144.96194707516105
23204,Royal Parade between Grattan Street and Story Street,Parkville,Road Footway,2.61,104.67,40.1,1388301.0,22514.0,34.32,31.71,West,1.0,1041.0,23205.0,-37.799433910643614,144.9573254733297,-37.79826496628704,144.95749591248526
23862,Cardigan Street between Elgin Street and Keppel Street,Carlton,Road Footway,1.0,40.69,40.7,1384338.0,20518.0,44.09,43.09,West,2.0,483.0,24564.0,-37.796848532858846,144.96592439656706,-37.796328078261475,144.96604760771612
26688,,Carlton,Road Footway,2.82,44.92,15.9,1389906.0,0.0,30.31,27.49,,0.0,0.0,28681.0,-37.803270535753335,144.96270826542457,-37.80321016824646,144.96216098379014
30309,,Carlton,Road Footway,0.83,125.56,151.3,1384400.0,0.0,26.86,26.03,,0.0,0.0,30448.0,-37.79355704510756,144.97377683682726,-37.794717315179035,144.97357526228973
29164,,Carlton,Road Footway,1.74,76.71,44.1,1384624.0,0.0,38.32,36.58,,0.0,0.0,30722.0,-37.80326585986713,144.9651654073039,-37.80338890170696,144.96630300582643
20599,Franklin Street between Swanston Street and Elizabeth Street,"Melbourne, CBD",Road Footway,2.62,52.6,20.1,1386326.0,21633.0,20.74,18.12,South,2.0,644.0,21652.0,-37.80764753721608,144.96273834695685,-37.8077916120165,144.96212789718658
30079,Carlton Street between Canning Street and Rathdowne Street,Carlton,Road Footway,3.27,76.19,23.3,1384421.0,20682.0,39.71,36.44,North,2.0,486.0,30094.0,-37.80081075985168,144.97118847427816,-37.80089890755658,144.97216503717752
19135,,"Melbourne, CBD",Road Footway,2.37,92.09,38.9,1517465.0,0.0,23.33,20.96,,0.0,0.0,24992.0,-37.80968235097791,144.96404411141867,-37.81037890392808,144.96478799844922
16477,,Parkville,Road Footway,1.81,91.82,50.7,1465759.0,0.0,39.88,38.07,,0.0,0.0,16793.0,-37.79152243382834,144.9567146118265,-37.792561321078956,144.95685716556326
30334,Palmerston Street between Canning Street and Rathdowne Street,Carlton,Road Footway,1.02,51.16,50.1,1384323.0,20780.0,30.88,29.86,South,2.0,955.0,30600.0,-37.79651334204804,144.9713295771762,-37.79655403770716,144.97196877420123
26953,,Carlton,Road Footway,0.38,14.41,37.9,1384310.0,0.0,49.06,48.68,,0.0,0.0,26959.0,-37.7952627290491,144.9670858764737,-37.79520515766236,144.96655810792706
28120,Argyle Place East from Lygon Street,Carlton,Road Footway,0.17,1.04,6.1,1389857.0,20727.0,39.52,39.35,,3.0,396.0,28700.0,-37.80359949401613,144.96718943634824,-37.803542075340665,144.96662304076213
29895,,Carlton,Road Footway,0.43,39.26,91.3,1466307.0,0.0,38.14,37.71,,0.0,0.0,30370.0,-37.80030304068767,144.95996610941756,-37.800368989350844,144.96085547565696
22538,Story Street between Benjamin Street and Fitzgibbon Street,Parkville,Road Footway,1.18,82.8,70.2,1388170.0,22322.0,31.69,30.51,North,2.0,1101.0,23203.0,-37.796820018669656,144.9565353019701,-37.796715364433524,144.95549215930203
28039,,Carlton,Road Footway,0.81,64.96,80.2,1384396.0,0.0,44.1,43.29,,0.0,0.0,28620.0,-37.79842619975008,144.96627029504702,-37.79852210860889,144.96713389726315
28130,Rathdowne Street between Pelham Street and Grattan Street,Carlton,Road Footway,1.43,185.09,129.4,1384353.0,20558.0,44.94,43.51,East,2.0,1024.0,30384.0,-37.80302227593904,144.96968936783588,-37.80122478967563,144.97003740936427
15130,La Trobe Street between Elizabeth Street and Queen Street,"Melbourne, CBD",Road Footway,3.97,76.38,19.2,1387450.0,20024.0,20.98,17.01,North,2.0,780.0,17989.0,-37.81086197144886,144.9589984236869,-37.8106449769834,144.95986659826738
30155,Station Street between Kay Street and Princes Street,Carlton,Road Footway,0.27,58.04,214.9,1384173.0,20877.0,25.7,25.43,West,2.0,1092.0,30584.0,-37.79325743076906,144.97461495451313,-37.79417654155337,144.9744240778135
25678,,Carlton,Road Footway,1.2,50.9,42.4,1384572.0,0.0,33.92,32.72,,0.0,0.0,26022.0,-37.80489310015215,144.96488354751762,-37.805401843485434,144.96479099981983
23892,Peel Street between Queensberry Street and Elizabeth Street,North Melbourne,Road Footway,0.81,68.77,84.9,1390216.0,21117.0,34.13,33.32,West,1.0,973.0,24250.0,-37.80205335602783,144.9564264789047,-37.80301920140384,144.9562507117215
22525,Royal Parade between Grattan Street and Story Street,Parkville,Road Footway,4.36,229.28,52.6,1388156.0,22514.0,35.51,31.15,West,1.0,1041.0,23205.0,-37.79955818136582,144.95733764318422,-37.79721039302361,144.95751433913878
27341,Swanston Street between Lincoln Square North and Grattan Street,Carlton,Road Footway,0.96,52.15,54.3,1384585.0,20488.0,37.65,36.69,West,2.0,1114.0,28060.0,-37.80054321718485,144.96382138817344,-37.80104451734347,144.96369627073219
23190,Elgin Street between Cardigan Street and Swanston Street,Carlton,Road Footway,0.85,67.51,79.4,1384181.0,20815.0,44.1,43.25,South,2.0,598.0,24897.0,-37.797066230122645,144.9656258510504,-37.79699365696703,144.96473914806748
27728,Barry Street between Pelham Street and Grattan Street,Carlton,Road Footway,5.59,184.24,33.0,1388990.0,20480.0,37.32,31.73,East,2.0,421.0,30370.0,-37.80080753054724,144.95992619353763,-37.80192842479831,144.95968996951714
30180,Pitt Street between Canning Street and Rathdowne Street,Carlton,Road Footway,3.43,150.43,43.9,1384219.0,20651.0,30.28,26.85,North,2.0,989.0,30585.0,-37.7957828806537,144.97304964066706,-37.79560783735136,144.9712567882859
